id_abo,debut_abonnement,genre,type_abonnement,tarif_mensuel,age
18566894,2027-08-22,homme,2trajet_sem_tous,6,43
27568032,2027-06-17,homme,2trajet_sem_meca,3,26
30614848,2028-03-11,,10trajet_sem_meca,8,23
8625761,2027-06-09,homme,2trajet_sem_tous,6,41
11928172,2027-09-06,femme,2trajet_sem_tous,6,42
4227492,2027-09-16,homme,2trajet_sem_tous,6,41
20724335,2027-09-08,femme,2trajet_sem_tous,6,40
22076538,2027-07-12,femme,2trajet_sem_meca,3,34
4845271,2028-03-21,femme,2trajet_sem_tous,6,39
1192888,2028-01-07,femme,2trajet_sem_tous,6,30
6975172,2027-06-07,homme,2trajet_sem_meca,3,17
6330956,2027-07-09,femme,2trajet_sem_meca,3,23
5407277,2028-05-15,femme,2trajet_sem_tous,6,47
27478188,2027-07-11,femme,2trajet_sem_tous,6,32
26519084,2028-04-23,non-binaire,10trajet_sem_tous,16,47
28054337,2027-11-19,homme,2trajet_sem_meca,3,24
647937,2028-04-11,homme,2trajet_sem_meca,3,22
28997338,2028-05-07,non-binaire,illimité,25,44
25458408,2027-09-09,femme,2trajet_sem_tous,6,50
24862396,2027-07-10,femme,10trajet_sem_tous,16,26
20258756,2027-12-25,femme,10trajet_sem_tous,16,39
26347374,2027-08-20,femme,2trajet_sem_meca,3,20
28923778,2028-04-25,,10trajet_sem_meca,8,24
20196783,2027-07-02,homme,2trajet_sem_tous,6,43
8386988,2027-09-11,homme,2trajet_sem_meca,3,17
15500500,2027-07-29,femme,2trajet_sem_meca,3,23
15955631,2028-03-11,femme,10trajet_sem_tous,16,29
7215926,2027-09-23,homme,2trajet_sem_tous,6,49
1109731,2027-09-28,femme,2trajet_sem_tous,6,51
20579103,2027-11-12,femme,2trajet_sem_tous,6,49
23139388,2027-08-31,femme,2trajet_sem_tous,6,34
19557447,2028-02-13,homme,2trajet_sem_meca,3,31
7128692,2027-09-07,femme,illimité,25,35
24806458,2027-11-20,femme,2trajet_sem_tous,6,44
9785607,2028-04-26,homme,2trajet_sem_tous,6,49
1316115,2027-08-08,,10trajet_sem_meca,8,20
22352544,2027-09-16,homme,2trajet_sem_meca,3,25
23639476,2027-09-15,homme,10trajet_sem_tous,16,26
3585049,2027-09-23,non-binaire,2trajet_sem_tous,6,33
8986356,2027-07-09,homme,2trajet_sem_tous,6,42
6169354,2027-08-06,femme,2trajet_sem_meca,3,19
27864471,2027-08-27,femme,2trajet_sem_tous,6,54
24139567,2027-08-29,femme,2trajet_sem_tous,6,42
15539546,2027-07-31,femme,10trajet_sem_meca,8,22
7825090,2027-09-02,homme,2trajet_sem_tous,6,46
22042336,2028-04-29,homme,2trajet_sem_meca,3,17
16860457,2027-08-27,femme,10trajet_sem_tous,16,28
14163608,2027-06-29,femme,2trajet_sem_meca,3,22
18628427,2027-09-01,femme,2trajet_sem_tous,6,38
5748498,2028-02-03,,10trajet_sem_tous,16,29
6638715,2028-01-20,homme,2trajet_sem_meca,3,32
14088961,2027-10-08,homme,2trajet_sem_tous,6,51
23726731,2027-09-18,femme,2trajet_sem_meca,3,22
16077673,2027-06-18,femme,2trajet_sem_tous,6,42
7909634,2027-08-27,,illimité,25,47
30729552,2027-06-13,femme,2trajet_sem_meca,3,43
1469659,2027-12-10,homme,10trajet_sem_meca,8,23
8543168,2028-02-28,homme,2trajet_sem_tous,6,49
4982985,2027-09-08,non-binaire,2trajet_sem_tous,6,39
28045847,2027-07-07,homme,2trajet_sem_tous,6,42
24197597,2027-11-25,,2trajet_sem_meca,3,23
12539014,2028-03-09,femme,2trajet_sem_tous,6,34
24176967,2028-01-25,femme,2trajet_sem_meca,3,21
30694649,2027-07-15,non-binaire,2trajet_sem_tous,6,45
25298129,2027-08-29,non-binaire,2trajet_sem_meca,3,28
29277398,2027-06-20,non-binaire,2trajet_sem_tous,6,40
15549336,2027-07-19,femme,2trajet_sem_tous,6,42
23005821,2027-12-09,femme,2trajet_sem_meca,3,22
28639954,2027-07-28,femme,2trajet_sem_meca,3,19
293949,2027-09-05,femme,10trajet_sem_tous,16,26
19711715,2028-01-10,homme,2trajet_sem_meca,3,21
18674522,2027-09-08,femme,10trajet_sem_meca,8,29
12610575,2028-03-08,,2trajet_sem_meca,3,21
9920272,2027-06-24,femme,10trajet_sem_tous,16,25
9333718,2027-09-24,femme,10trajet_sem_meca,8,21
26447932,2027-08-23,non-binaire,2trajet_sem_tous,6,40
20385466,2028-01-08,femme,2trajet_sem_meca,3,27
24407671,2028-05-10,femme,2trajet_sem_meca,3,26
16280500,2027-07-17,femme,10trajet_sem_tous,16,34
8320612,2028-04-26,femme,2trajet_sem_meca,3,22
27381201,2027-11-07,femme,2trajet_sem_tous,6,39
15009390,2027-07-15,femme,2trajet_sem_tous,6,52
7355222,2027-08-23,femme,2trajet_sem_meca,3,18
9163847,2028-03-04,,2trajet_sem_tous,6,55
14982703,2028-05-04,homme,2trajet_sem_tous,6,40
24623742,2028-03-10,femme,10trajet_sem_tous,16,32
2159797,2027-07-06,homme,2trajet_sem_meca,3,29
12145630,2027-12-01,homme,2trajet_sem_tous,6,37
2087230,2027-07-17,femme,2trajet_sem_tous,6,47
13598123,2027-08-20,femme,10trajet_sem_tous,16,33
13724362,2028-03-01,,10trajet_sem_meca,8,28
6565015,2027-09-19,homme,10trajet_sem_tous,16,31
12233545,2027-06-12,homme,2trajet_sem_tous,6,44
28776320,2027-06-25,homme,10trajet_sem_tous,16,33
3160395,2027-06-26,,2trajet_sem_meca,3,27
16366962,2027-08-28,homme,2trajet_sem_meca,3,19
24094645,2028-01-19,homme,2trajet_sem_meca,3,21
111576,2027-08-17,,2trajet_sem_tous,6,43
18246764,2028-02-17,femme,2trajet_sem_tous,6,48
12039368,2027-09-04,femme,2trajet_sem_tous,6,41
22201900,2027-08-18,homme,2trajet_sem_tous,6,40
30462044,2028-02-14,femme,illimité,25,44
16040260,2028-05-25,femme,2trajet_sem_meca,3,31
19576390,2027-09-14,homme,2trajet_sem_tous,6,30
8780953,2028-04-01,femme,2trajet_sem_tous,6,27
8706869,2028-02-11,femme,2trajet_sem_meca,3,22
19558910,2027-10-05,femme,2trajet_sem_tous,6,44
28188226,2028-02-19,homme,2trajet_sem_tous,6,33
12891463,2028-03-19,femme,2trajet_sem_meca,3,25
6297887,2027-08-07,femme,2trajet_sem_tous,6,55
19296770,2028-05-10,non-binaire,10trajet_sem_meca,8,23
28396142,2027-12-19,femme,10trajet_sem_meca,8,23
18676766,2027-10-22,non-binaire,2trajet_sem_meca,3,36
5519328,2028-02-28,femme,10trajet_sem_tous,16,28
10980394,2027-06-14,femme,10trajet_sem_tous,16,27
6074933,2027-09-16,femme,10trajet_sem_tous,16,26
18713416,2027-10-12,,2trajet_sem_meca,3,32
21517800,2027-09-06,femme,2trajet_sem_tous,6,57
28031511,2028-04-07,homme,2trajet_sem_tous,6,27
2588684,2027-08-19,homme,2trajet_sem_tous,6,40
3745438,2027-09-17,non-binaire,10trajet_sem_meca,8,33
720993,2028-02-01,femme,2trajet_sem_meca,3,25
6613887,2028-01-21,homme,2trajet_sem_tous,6,35
24034668,2027-10-20,homme,2trajet_sem_meca,3,23
19491871,2027-09-26,homme,2trajet_sem_meca,3,21
12595942,2028-03-05,homme,10trajet_sem_meca,8,27
10117168,2028-01-02,femme,2trajet_sem_tous,6,60
13650807,2027-07-29,homme,10trajet_sem_meca,8,25
4945875,2027-08-03,femme,2trajet_sem_tous,6,34
19145298,2027-08-15,femme,10trajet_sem_meca,8,26
3114572,2028-01-05,homme,2trajet_sem_tous,6,39
3017299,2027-08-25,,2trajet_sem_meca,3,25
8043878,2028-05-17,,10trajet_sem_meca,8,19
8054382,2027-06-22,homme,2trajet_sem_tous,6,38
25046081,2028-01-27,homme,2trajet_sem_tous,6,22
8854131,2028-02-04,homme,2trajet_sem_tous,6,42
2850350,2027-07-26,homme,2trajet_sem_tous,6,56
641385,2027-07-21,femme,2trajet_sem_tous,6,31
9730350,2027-07-13,homme,10trajet_sem_meca,8,29
26732906,2027-06-12,femme,2trajet_sem_tous,6,40
19730199,2027-07-31,homme,2trajet_sem_meca,3,27
13461396,2027-08-27,femme,2trajet_sem_tous,6,38
24451129,2027-08-28,homme,10trajet_sem_tous,16,32
26454443,2028-01-18,homme,2trajet_sem_tous,6,46
4955733,2027-07-30,homme,2trajet_sem_tous,6,21
10798858,2027-12-06,homme,2trajet_sem_tous,6,44
7695346,2027-09-19,non-binaire,2trajet_sem_tous,6,46
8978127,2028-02-20,,2trajet_sem_meca,3,37
14833792,2028-01-24,femme,2trajet_sem_meca,3,20
6625495,2027-07-08,femme,10trajet_sem_meca,8,22
30172230,2027-09-08,femme,2trajet_sem_tous,6,49
5419301,2027-06-11,femme,2trajet_sem_meca,3,28
22112410,2027-09-21,homme,2trajet_sem_meca,3,35
28355821,2027-06-14,homme,2trajet_sem_tous,6,34
28553354,2027-11-08,femme,2trajet_sem_tous,6,32
20866113,2027-06-16,femme,2trajet_sem_meca,3,29
13544732,2027-06-17,femme,2trajet_sem_tous,6,48
26926492,2027-07-12,homme,illimité,25,44
23880995,2027-10-10,homme,2trajet_sem_tous,6,35
8661249,2027-07-27,homme,10trajet_sem_tous,16,35
955890,2027-09-12,femme,2trajet_sem_tous,6,34
5951114,2028-04-26,homme,2trajet_sem_meca,3,19
4564148,2027-09-07,,illimité,25,45
1539127,2027-09-01,non-binaire,2trajet_sem_meca,3,21
22364980,2027-08-20,homme,10trajet_sem_tous,16,27
29908096,2027-11-28,non-binaire,2trajet_sem_tous,6,47
13662787,2028-02-04,homme,2trajet_sem_meca,3,19
16438938,2028-04-06,homme,2trajet_sem_tous,6,57
19280856,2027-08-24,femme,2trajet_sem_tous,6,26
13834497,2027-08-17,non-binaire,2trajet_sem_meca,3,24
8016477,2028-05-24,homme,illimité,25,46
27924154,2027-09-20,,2trajet_sem_meca,3,23
6815842,2027-10-06,non-binaire,2trajet_sem_meca,3,25
9182623,2027-07-13,homme,10trajet_sem_meca,8,25
27583853,2027-06-25,femme,10trajet_sem_tous,16,30
2244055,2028-05-30,femme,2trajet_sem_tous,6,42
4849541,2027-09-09,homme,2trajet_sem_tous,6,39
25687851,2028-04-13,femme,2trajet_sem_meca,3,33
4366300,2028-02-18,homme,2trajet_sem_tous,6,44
1144779,2028-04-22,femme,2trajet_sem_meca,3,18
26911996,2027-10-09,,10trajet_sem_tous,16,26
27706055,2027-09-05,femme,2trajet_sem_meca,3,18
9528808,2028-01-21,femme,2trajet_sem_meca,3,28
9788820,2027-07-25,non-binaire,2trajet_sem_meca,3,24
28548699,2027-12-26,homme,2trajet_sem_tous,6,64
558619,2027-11-20,non-binaire,2trajet_sem_tous,6,48
6508145,2028-01-21,femme,2trajet_sem_meca,3,28
11123074,2028-02-08,femme,2trajet_sem_tous,6,33
4646618,2028-03-31,,2trajet_sem_meca,3,19
21375740,2028-04-26,homme,10trajet_sem_tous,16,31
22949753,2027-08-31,homme,10trajet_sem_meca,8,19
29991081,2027-12-21,homme,2trajet_sem_meca,3,35
23994594,2027-09-15,homme,2trajet_sem_tous,6,48
23805281,2027-12-01,non-binaire,2trajet_sem_meca,3,23
23687924,2027-06-14,homme,10trajet_sem_meca,8,18
5790245,2028-05-23,,2trajet_sem_meca,3,31
6581108,2027-07-13,homme,10trajet_sem_meca,8,26
24931968,2028-06-01,femme,10trajet_sem_meca,8,18
26804918,2027-09-07,non-binaire,2trajet_sem_tous,6,30
19801671,2027-07-28,homme,10trajet_sem_meca,8,21
18532743,2027-10-28,femme,2trajet_sem_meca,3,27
28557970,2028-02-10,femme,2trajet_sem_meca,3,21
5868193,2027-11-02,,2trajet_sem_tous,6,42
2311077,2027-08-16,femme,2trajet_sem_meca,3,36
22825134,2027-08-29,homme,2trajet_sem_tous,6,40
16327907,2027-07-25,femme,2trajet_sem_meca,3,21
7550381,2028-01-27,femme,2trajet_sem_meca,3,24
21866710,2027-09-05,,10trajet_sem_tous,16,23
1285735,2027-07-28,homme,2trajet_sem_meca,3,32
3075413,2027-09-16,,2trajet_sem_tous,6,46
6127626,2027-12-12,femme,2trajet_sem_tous,6,38
21991711,2027-08-11,homme,2trajet_sem_meca,3,20
14237324,2028-02-14,homme,10trajet_sem_meca,8,21
7685509,2028-05-19,homme,2trajet_sem_meca,3,21
29244825,2027-12-14,,10trajet_sem_tous,16,35
4548767,2027-09-02,femme,10trajet_sem_tous,16,29
13703132,2027-11-09,femme,10trajet_sem_tous,16,29
9779533,2028-06-03,femme,10trajet_sem_tous,16,31
30025250,2028-01-05,femme,10trajet_sem_meca,8,19
8391199,2027-09-14,homme,2trajet_sem_meca,3,22
17841983,2027-07-19,femme,2trajet_sem_tous,6,28
8932669,2027-09-03,non-binaire,2trajet_sem_tous,6,45
26345203,2027-07-25,homme,2trajet_sem_meca,3,31
6701175,2027-12-28,femme,2trajet_sem_meca,3,23
14038039,2027-09-04,homme,2trajet_sem_tous,6,35
10128915,2027-08-19,femme,10trajet_sem_tous,16,30
11265026,2027-12-19,homme,2trajet_sem_meca,3,21
29312232,2027-08-13,femme,2trajet_sem_meca,3,26
23177552,2027-09-12,homme,2trajet_sem_tous,6,40
27180977,2027-12-09,femme,2trajet_sem_meca,3,36
14687945,2028-06-01,femme,2trajet_sem_tous,6,36
18958871,2027-07-09,homme,2trajet_sem_tous,6,47
1523525,2027-11-29,femme,2trajet_sem_meca,3,22
6590436,2027-08-24,homme,illimité,25,37
11033331,2027-09-04,non-binaire,2trajet_sem_tous,6,42
21339177,2027-08-16,homme,2trajet_sem_tous,6,41
27294506,2027-09-05,homme,2trajet_sem_tous,6,52
26416461,2027-09-26,homme,2trajet_sem_meca,3,23
20049555,2027-12-22,femme,2trajet_sem_meca,3,30
17562425,2027-09-10,homme,2trajet_sem_tous,6,41
29931773,2027-07-03,homme,10trajet_sem_meca,8,25
30168095,2028-06-02,,10trajet_sem_meca,8,26
26441511,2027-12-22,homme,2trajet_sem_meca,3,26
28834006,2027-07-12,femme,2trajet_sem_meca,3,36
1451486,2027-09-20,femme,2trajet_sem_tous,6,46
30152102,2028-03-12,homme,2trajet_sem_meca,3,21
100053,2027-09-22,femme,10trajet_sem_meca,8,30
446139,2028-02-26,homme,2trajet_sem_tous,6,53
7820142,2027-07-28,femme,2trajet_sem_tous,6,22
7307935,2027-08-30,femme,2trajet_sem_meca,3,22
6445122,2027-10-05,homme,2trajet_sem_meca,3,25
930310,2027-06-13,homme,2trajet_sem_meca,3,19
28165585,2027-12-05,femme,2trajet_sem_tous,6,31
534040,2027-07-23,homme,2trajet_sem_tous,6,47
17437818,2027-08-20,non-binaire,2trajet_sem_tous,6,31
4573097,2027-10-19,homme,10trajet_sem_meca,8,24
7023145,2027-10-18,femme,10trajet_sem_meca,8,20
14754964,2028-03-17,,2trajet_sem_tous,6,39
27244799,2027-08-21,femme,10trajet_sem_tous,16,34
7971843,2027-10-04,homme,2trajet_sem_meca,3,19
7042987,2027-12-15,,2trajet_sem_tous,6,35
492478,2027-08-25,,10trajet_sem_meca,8,27
30681464,2027-11-13,homme,2trajet_sem_meca,3,19
23859004,2027-06-07,femme,2trajet_sem_tous,6,51
11092573,2027-09-01,femme,10trajet_sem_meca,8,24
3234124,2027-08-05,homme,10trajet_sem_meca,8,24
25120447,2027-11-07,non-binaire,2trajet_sem_meca,3,21
24669742,2027-08-14,homme,2trajet_sem_meca,3,37
4718624,2027-08-28,,2trajet_sem_tous,6,28
13789590,2027-06-20,non-binaire,10trajet_sem_meca,8,19
3039646,2027-07-13,homme,2trajet_sem_meca,3,33
5694470,2028-05-28,homme,2trajet_sem_tous,6,33
23790458,2027-11-22,femme,10trajet_sem_tous,16,25
22719350,2027-09-02,femme,10trajet_sem_meca,8,24
18653566,2027-10-13,,2trajet_sem_meca,3,26
4792534,2027-07-11,homme,2trajet_sem_tous,6,33
7414793,2027-08-24,homme,2trajet_sem_tous,6,47
18353354,2027-08-09,homme,10trajet_sem_meca,8,29
20201732,2027-07-30,femme,10trajet_sem_tous,16,33
24666702,2028-01-25,homme,2trajet_sem_tous,6,43
10339624,2027-09-09,femme,2trajet_sem_meca,3,19
11795966,2027-08-05,femme,2trajet_sem_tous,6,37
26410918,2028-03-16,femme,2trajet_sem_tous,6,34
26377042,2028-05-09,homme,2trajet_sem_tous,6,50
15903100,2027-08-06,femme,2trajet_sem_tous,6,48
2646675,2027-09-29,femme,2trajet_sem_meca,3,29
4657281,2027-09-01,homme,2trajet_sem_tous,6,44
6427692,2027-07-25,femme,2trajet_sem_meca,3,26
11752504,2027-07-18,femme,2trajet_sem_tous,6,40
28986181,2027-12-29,femme,2trajet_sem_tous,6,45
26076346,2027-08-12,non-binaire,2trajet_sem_meca,3,30
28391507,2027-06-19,non-binaire,2trajet_sem_meca,3,20
5840417,2027-08-28,homme,2trajet_sem_meca,3,24
6886113,2027-09-05,non-binaire,10trajet_sem_meca,8,23
26125407,2027-08-23,homme,2trajet_sem_meca,3,27
30304043,2028-02-09,homme,10trajet_sem_tous,16,29
11046320,2027-10-17,homme,2trajet_sem_tous,6,52
21210078,2027-07-08,femme,2trajet_sem_meca,3,18
1908164,2027-09-07,homme,2trajet_sem_tous,6,37
5377548,2027-08-04,femme,2trajet_sem_tous,6,49
29106523,2027-09-03,non-binaire,10trajet_sem_meca,8,18
23278143,2028-04-02,femme,2trajet_sem_meca,3,24
20794873,2027-11-01,homme,2trajet_sem_meca,3,27
25275575,2027-06-24,femme,10trajet_sem_meca,8,21
25055725,2027-07-24,non-binaire,2trajet_sem_meca,3,24
15466594,2027-08-28,,10trajet_sem_meca,8,34
3416748,2027-12-08,,2trajet_sem_meca,3,25
29529220,2027-09-07,femme,10trajet_sem_tous,16,26
11066059,2027-09-14,,2trajet_sem_meca,3,23
30456422,2027-09-18,homme,2trajet_sem_meca,3,29
15790857,2027-11-05,homme,illimité,25,43
27326934,2028-04-15,femme,2trajet_sem_meca,3,30
14296208,2027-09-13,homme,2trajet_sem_meca,3,21
22697905,2027-12-01,,2trajet_sem_meca,3,22
13633786,2028-04-14,homme,2trajet_sem_tous,6,34
19490428,2027-09-29,homme,2trajet_sem_tous,6,41
19618094,2027-09-16,femme,2trajet_sem_tous,6,38
8127096,2027-09-30,femme,2trajet_sem_tous,6,52
7352391,2027-08-25,femme,illimité,25,40
16948315,2028-01-07,homme,10trajet_sem_meca,8,26
2846204,2027-09-13,non-binaire,2trajet_sem_meca,3,23
4948402,2027-07-28,homme,2trajet_sem_meca,3,22
25816361,2027-08-10,femme,2trajet_sem_meca,3,19
15594678,2027-06-29,femme,2trajet_sem_meca,3,23
16111138,2027-07-13,,2trajet_sem_tous,6,33
19830659,2027-09-11,,2trajet_sem_meca,3,17
25527961,2027-07-09,femme,10trajet_sem_meca,8,24
18105262,2027-08-06,femme,10trajet_sem_tous,16,36
9749653,2028-03-15,,2trajet_sem_tous,6,50
5118201,2027-08-08,femme,2trajet_sem_tous,6,55
23472,2027-12-07,homme,10trajet_sem_tous,16,30
6819102,2028-05-19,homme,2trajet_sem_tous,6,33
9736406,2027-06-18,femme,2trajet_sem_meca,3,18
5393025,2027-07-06,homme,2trajet_sem_meca,3,30
5018734,2027-11-05,femme,2trajet_sem_tous,6,38
16238273,2028-02-07,femme,10trajet_sem_meca,8,25
3714613,2027-07-15,femme,2trajet_sem_tous,6,32
3586697,2027-06-09,femme,2trajet_sem_meca,3,19
20268728,2027-10-14,homme,2trajet_sem_tous,6,52
13907233,2027-09-16,homme,illimité,25,45
2702270,2027-08-05,non-binaire,10trajet_sem_meca,8,22
24299672,2027-08-13,homme,2trajet_sem_meca,3,44
8644754,2027-08-13,homme,2trajet_sem_meca,3,31
15102793,2027-12-30,femme,2trajet_sem_tous,6,39
20870304,2027-09-13,,2trajet_sem_tous,6,42
18122363,2027-12-05,homme,10trajet_sem_meca,8,22
20031901,2027-06-30,femme,2trajet_sem_meca,3,33
22325388,2028-02-22,homme,2trajet_sem_tous,6,37
6259671,2027-08-06,femme,2trajet_sem_tous,6,52
12688890,2028-03-17,femme,2trajet_sem_tous,6,46
24691631,2028-02-23,homme,2trajet_sem_meca,3,24
10956454,2028-04-25,femme,10trajet_sem_meca,8,30
137690,2027-07-14,homme,2trajet_sem_tous,6,41
26041924,2028-04-16,,illimité,25,36
3632,2027-09-24,homme,2trajet_sem_tous,6,37
4268062,2028-04-26,non-binaire,2trajet_sem_meca,3,25
20058132,2027-08-31,homme,2trajet_sem_meca,3,31
4507536,2027-12-09,femme,2trajet_sem_meca,3,23
5329626,2028-03-26,homme,2trajet_sem_meca,3,23
23220848,2027-09-11,homme,2trajet_sem_tous,6,45
378857,2027-09-03,femme,2trajet_sem_tous,6,46
28702895,2028-03-04,femme,2trajet_sem_meca,3,21
15546750,2027-10-11,femme,2trajet_sem_meca,3,22
902387,2028-04-11,femme,2trajet_sem_meca,3,21
1092329,2028-05-09,femme,2trajet_sem_meca,3,28
5413102,2027-06-23,,2trajet_sem_tous,6,42
15644350,2027-12-20,homme,2trajet_sem_meca,3,24
20108347,2027-09-05,homme,2trajet_sem_meca,3,25
28729431,2027-06-28,femme,2trajet_sem_meca,3,27
15378258,2027-07-20,homme,2trajet_sem_meca,3,20
27662343,2028-05-12,homme,2trajet_sem_meca,3,28
12744947,2027-12-16,homme,2trajet_sem_meca,3,33
19160651,2027-09-05,femme,2trajet_sem_meca,3,36
4604323,2027-08-27,homme,2trajet_sem_tous,6,45
24033859,2027-08-11,homme,2trajet_sem_tous,6,25
13547443,2027-08-05,non-binaire,2trajet_sem_meca,3,27
17605811,2027-06-26,homme,2trajet_sem_meca,3,21
30154043,2027-10-13,femme,illimité,25,44
6695578,2027-07-20,femme,2trajet_sem_tous,6,34
14009430,2027-08-25,femme,2trajet_sem_tous,6,48
28612531,2027-07-06,homme,2trajet_sem_tous,6,54
21841615,2027-06-23,femme,2trajet_sem_tous,6,37
10934130,2028-05-04,femme,2trajet_sem_meca,3,33
725665,2027-09-16,femme,2trajet_sem_meca,3,24
3248863,2027-11-24,non-binaire,2trajet_sem_tous,6,39
15349554,2028-01-18,homme,illimité,25,43
11612127,2028-03-25,femme,2trajet_sem_meca,3,26
10812236,2027-11-30,femme,10trajet_sem_tous,16,36
1950002,2027-08-30,homme,2trajet_sem_tous,6,51
1675933,2027-07-14,,2trajet_sem_tous,6,39
18535307,2027-07-17,homme,2trajet_sem_tous,6,34
19718490,2027-06-15,homme,2trajet_sem_meca,3,29
10911964,2027-11-06,homme,2trajet_sem_meca,3,35
28238514,2027-08-06,,2trajet_sem_tous,6,36
27268917,2027-07-17,femme,2trajet_sem_meca,3,22
16616045,2028-04-28,,2trajet_sem_tous,6,34
446170,2027-09-24,,2trajet_sem_tous,6,37
9330270,2027-07-16,homme,2trajet_sem_meca,3,18
22508504,2027-07-24,non-binaire,2trajet_sem_tous,6,38
17929247,2028-02-21,homme,10trajet_sem_tous,16,28
6203529,2028-05-28,homme,illimité,25,37
19084595,2027-07-22,femme,2trajet_sem_meca,3,26
9623106,2027-10-02,femme,2trajet_sem_meca,3,31
12902659,2027-08-16,femme,2trajet_sem_tous,6,40
10076160,2027-07-15,femme,2trajet_sem_tous,6,45
15397155,2027-09-16,homme,2trajet_sem_tous,6,30
28461714,2027-08-02,homme,10trajet_sem_meca,8,19
12279115,2027-07-18,homme,2trajet_sem_tous,6,44
11832268,2027-08-02,femme,2trajet_sem_meca,3,21
21984243,2027-08-26,femme,2trajet_sem_tous,6,45
21171990,2027-07-30,femme,10trajet_sem_tous,16,32
26269384,2027-06-23,femme,2trajet_sem_meca,3,26
23602340,2027-06-29,femme,2trajet_sem_meca,3,24
9180780,2027-09-03,,10trajet_sem_tous,16,37
23686333,2027-06-17,homme,10trajet_sem_meca,8,21
5387962,2027-07-31,femme,2trajet_sem_tous,6,33
25704123,2027-09-12,femme,2trajet_sem_meca,3,29
22182328,2027-09-14,homme,10trajet_sem_tous,16,32
1504817,2027-08-26,homme,2trajet_sem_tous,6,36
23377703,2027-11-28,homme,10trajet_sem_meca,8,24
8242632,2028-02-25,homme,2trajet_sem_tous,6,42
11041632,2027-12-25,femme,10trajet_sem_meca,8,20
28324652,2027-08-04,,2trajet_sem_meca,3,29
27804036,2027-11-15,femme,2trajet_sem_meca,3,23
28707277,2027-08-09,femme,2trajet_sem_tous,6,30
14153781,2028-05-31,femme,2trajet_sem_meca,3,27
18641313,2028-05-07,homme,illimité,25,40
4288081,2027-08-15,femme,2trajet_sem_tous,6,40
27466732,2027-08-12,homme,2trajet_sem_tous,6,52
7167209,2027-07-26,,2trajet_sem_meca,3,25
28054646,2028-02-15,non-binaire,2trajet_sem_meca,3,19
50676,2027-09-28,non-binaire,2trajet_sem_meca,3,31
15333954,2027-08-07,femme,2trajet_sem_tous,6,29
23430416,2027-07-27,femme,2trajet_sem_tous,6,38
25681280,2027-09-17,homme,2trajet_sem_tous,6,43
20070791,2027-07-07,homme,2trajet_sem_meca,3,29
12534740,2027-08-06,femme,2trajet_sem_meca,3,31
10398388,2028-03-04,femme,2trajet_sem_tous,6,31
28575838,2027-06-15,homme,2trajet_sem_meca,3,21
26357504,2027-08-09,homme,10trajet_sem_meca,8,28
16170845,2028-03-16,,illimité,25,39
29354741,2027-09-19,femme,2trajet_sem_tous,6,34
25907454,2027-08-04,femme,2trajet_sem_meca,3,17
1704077,2027-08-25,non-binaire,2trajet_sem_meca,3,27
11466505,2027-07-27,homme,10trajet_sem_meca,8,20
25949819,2027-08-23,femme,2trajet_sem_meca,3,25
10475870,2027-07-06,homme,10trajet_sem_tous,16,22
26926568,2027-09-30,femme,2trajet_sem_tous,6,37
16632780,2027-09-10,non-binaire,2trajet_sem_meca,3,29
2573826,2027-07-09,non-binaire,2trajet_sem_tous,6,36
25252048,2028-02-20,homme,10trajet_sem_meca,8,18
11322304,2027-09-02,,2trajet_sem_tous,6,48
1835270,2027-07-05,homme,illimité,25,31
16763560,2027-09-14,femme,2trajet_sem_tous,6,35
4241254,2027-09-15,femme,10trajet_sem_tous,16,21
4543910,2027-07-27,femme,illimité,25,49
11216382,2027-08-31,femme,2trajet_sem_tous,6,32
15048256,2028-06-02,femme,2trajet_sem_meca,3,35
16452598,2027-09-19,femme,2trajet_sem_tous,6,40
1927842,2028-03-09,homme,2trajet_sem_meca,3,39
8585527,2027-09-02,homme,10trajet_sem_tous,16,32
30276024,2027-07-18,homme,2trajet_sem_tous,6,40
15794990,2027-09-12,homme,2trajet_sem_tous,6,33
24351036,2027-07-19,femme,2trajet_sem_tous,6,47
8096380,2027-10-06,homme,2trajet_sem_meca,3,30
25881201,2028-01-20,femme,2trajet_sem_meca,3,27
5363851,2027-12-19,femme,2trajet_sem_tous,6,52
28137207,2028-04-06,homme,10trajet_sem_tous,16,32
19205282,2027-10-15,femme,2trajet_sem_meca,3,19
11982827,2027-09-07,femme,2trajet_sem_tous,6,46
6995128,2027-08-04,homme,2trajet_sem_meca,3,24
12872746,2027-10-24,homme,2trajet_sem_meca,3,32
3231532,2027-08-31,femme,2trajet_sem_meca,3,21
20133006,2027-07-12,homme,10trajet_sem_meca,8,28
16555565,2028-04-07,femme,2trajet_sem_tous,6,34
14996776,2027-09-06,femme,2trajet_sem_tous,6,37
18999264,2028-04-19,femme,2trajet_sem_meca,3,19
22289111,2027-08-08,femme,2trajet_sem_tous,6,39
9995956,2028-01-22,non-binaire,2trajet_sem_tous,6,58
21079929,2028-05-17,femme,10trajet_sem_meca,8,18
15612350,2027-09-25,non-binaire,2trajet_sem_tous,6,49
12740668,2027-08-26,femme,10trajet_sem_meca,8,21
17086535,2027-09-23,femme,2trajet_sem_tous,6,48
17261181,2027-08-31,homme,2trajet_sem_meca,3,27
13595319,2027-12-28,femme,2trajet_sem_tous,6,39
